Gene	GeneSymbol	Chr	start	end	band	cytoband	isCentromer	Position	new_positions
SNORA77B	SNORA77B	22	20126402	20126526	q11.21	22q	no	20126464	130
ZDHHC8	ZDHHC8	22	20129456	20148007	q11.21	22q	no	20138731.5	131
CCDC188	CCDC188	22	20148416	20151055	q11.21	22q	no	20149735.5	132
LINC02891	LINC02891	22	20198729	20204918	q11.21	22q	no	20201823.5	133
LINC00896	LINC00896	22	20206397	20208524	q11.21	22q	no	20207460.5	134
RTN4R	RTN4R	22	20241415	20283246	q11.21	22q	no	20262330.5	135
MIR1286	MIR1286	22	20249134	20249211	q11.21	22q	no	20249172.5	136
DGCR6L	DGCR6L	22	20314238	20320080	q11.21	22q	no	20317159	137
FAM230G	FAM230G	22	20338805	20354372	q11.21	22q	no	20346588.5	138
USP41	USP41	22	20350578	20377251	q11.21	22q	no	20363914.5	139
ZNF74	ZNF74	22	20394115	20408461	q11.21	22q	no	20401288	140
RNU6-225P	RNU6-225P	22	20416797	20416899	q11.21	22q	no	20416848	141
SCARF2	SCARF2	22	20424584	20437826	q11.21	22q	no	20431205	142
KLHL22	KLHL22	22	20441519	20495844	q11.21	22q	no	20468681.5	143
RNY1P9	RNY1P9	22	20475203	20475311	q11.21	22q	no	20475257	144
RN7SL812P	RN7SL812P	22	20481935	20482213	q11.21	22q	no	20482074	145
KRT18P5	KRT18P5	22	20482815	20484105	q11.21	22q	no	20483460	146
MED15	MED15	22	20495913	20587632	q11.21	22q	no	20541772.5	147
CCDC74BP1	CCDC74BP1	22	20587496	20592218	q11.21	22q	no	20589857	148
SMPD4P1	SMPD4P1	22	20602595	20656914	q11.21	22q	no	20629754.5	149
IGLL4P	IGLL4P	22	20632619	20632751	q11.21	22q	no	20632685	150
SLC9A3P2	SLC9A3P2	22	20652730	20654750	q11.21	22q	no	20653740	151
ABHD17AP4	ABHD17AP4	22	20667836	20670984	q11.21	22q	no	20669410	152
POM121L4P	POM121L4P	22	20689929	20698938	q11.21	22q	no	20694433.5	153
BCRP5	BCRP5	22	20697962	20698934	q11.21	22q	no	20698448	154
TMEM191A	TMEM191A	22	20701114	20704606	q11.21	22q	no	20702860	155
PI4KA	PI4KA	22	20707691	20859417	q11.21	22q	no	20783554	156
SERPIND1	SERPIND1	22	20774113	20787720	q11.21	22q	no	20780916.5	157
SNAP29	SNAP29	22	20859007	20891214	q11.21	22q	no	20875110.5	158
CRKL	CRKL	22	20917407	20953747	q11.21	22q	no	20935577	159
LINC01637	LINC01637	22	20957092	20964679	q11.21	22q	no	20960885.5	160
AIFM3	AIFM3	22	20965108	20981360	q11.21	22q	no	20973234	161
LZTR1	LZTR1	22	20982269	20999032	q11.21	22q	no	20990650.5	162
THAP7	THAP7	22	20999104	21002196	q11.21	22q	no	21000650	163
THAP7-AS1	THAP7-AS1	22	21001886	21010342	q11.21	22q	no	21006114	164
TUBA3FP	TUBA3FP	22	21008193	21014292	q11.21	22q	no	21011242.5	165
P2RX6	P2RX6	22	21009808	21028013	q11.21	22q	no	21018910.5	166
SLC7A4	SLC7A4	22	21028718	21032840	q11.21	22q	no	21030779	167
MIR649	MIR649	22	21034176	21034272	q11.21	22q	no	21034224	168
P2RX6P	P2RX6P	22	21035243	21045017	q11.21	22q	no	21040130	169
LRRC74B	LRRC74B	22	21045960	21064168	q11.21	22q	no	21055064	170
TUBA3GP	TUBA3GP	22	21065462	21070097	q11.21	22q	no	21067779.5	171
BCRP2	BCRP2	22	21102984	21122286	q11.21	22q	no	21112635	172
POM121L7P	POM121L7P	22	21125660	21128063	q11.21	22q	no	21126861.5	173
E2F6P2	E2F6P2	22	21141624	21142371	q11.21	22q	no	21141997.5	174
FAM230B	FAM230B	22	21167758	21192156	q11.21	22q	no	21179957	175
FAM247A	FAM247A	22	21193360	21203755	q11.21	22q	no	21198557.5	176
GGT2	GGT2	22	21207973	21227637	q11.21	22q	no	21217805	177
E2F6P3	E2F6P3	22	21268161	21268903	q11.21	22q	no	21268532	178
POM121L8P	POM121L8P	22	21282881	21284161	q11.21	22q	no	21283521	179
BCRP6	BCRP6	22	21290760	21294586	q11.21	22q	no	21292673	180
FAM230H	FAM230H	22	21300990	21325042	q11.21	22q	no	21313016	181
PPP1R26P5	PPP1R26P5	22	21341595	21345258	q11.21	22q	no	21343426.5	182
LINC01651	LINC01651	22	21354563	21358067	q11.21	22q	no	21356315	183
FAM246A	FAM246A	22	21360601	21361299	q11.21	22q	no	21360950	184
RIMBP3B	RIMBP3B	22	21383374	21389478	q11.21	22q	no	21386426	185
HIC2	HIC2	22	21417371	21451463	q11.21	22q	no	21434417	186
TMEM191C	TMEM191C	22	21466423	21471269	q11.21	22q	no	21468846	187
PI4KAP2	PI4KAP2	22	21473000	21517533	q11.21	22q	no	21495266.5	188
RN7SKP221	RN7SKP221	22	21545344	21545644	q11.21	22q	no	21545494	189
RIMBP3C	RIMBP3C	22	21545666	21551461	q11.21	22q	no	21548563.5	190
UBE2L3	UBE2L3	22	21549447	21624034	q11.21	22q	no	21586740.5	191
YDJC	YDJC	22	21628089	21630064	q11.21	22q	no	21629076.5	192
CCDC116	CCDC116	22	21632716	21637329	q11.21	22q	no	21635022.5	193
SDF2L1	SDF2L1	22	21642302	21644299	q11.21	22q	no	21643300.5	194
MIR301B	MIR301B	22	21652981	21653058	q11.21	22q	no	21653019.5	195
MIR130B	MIR130B	22	21653304	21653385	q11.21	22q	no	21653344.5	196
PPIL2	PPIL2	22	21666000	21700015	q11.21	22q	no	21683007.5	197
YPEL1	YPEL1	22	21697536	21735794	q11.22	22q	no	21716665	198
RN7SL280P	RN7SL280P	22	21722895	21723182	q11.22	22q	no	21723038.5	199
MAPK1	MAPK1	22	21759657	21867680	q11.22	22q	no	21813668.5	200
RNA5SP493	RNA5SP493	22	21792434	21792524	q11.22	22q	no	21792479	201
PPM1F	PPM1F	22	21919425	21952848	q11.22	22q	no	21936136.5	202
PPM1F-AS1	PPM1F-AS1	22	21938269	21977632	q11.22	22q	no	21957950.5	203
TOP3B	TOP3B	22	21957025	21982813	q11.22	22q	no	21969919	204
PRAMENP	PRAMENP	22	21991099	22043934	q11.22	22q	no	22017516.5	205
IGLVI-70	IGLVI-70	22	22026076	22026593	q11.22	22q	no	22026334.5	206
IGLV4-69	IGLV4-69	22	22030934	22031472	q11.22	22q	no	22031203	207
IGLVI-68	IGLVI-68	22	22032745	22033194	q11.22	22q	no	22032969.5	208
IGLV10-67	IGLV10-67	22	22043618	22043942	q11.22	22q	no	22043780	209
IGLVIV-66-1	IGLVIV-66-1	22	22058433	22058892	q11.22	22q	no	22058662.5	210
IGLVV-66	IGLVV-66	22	22061077	22061538	q11.22	22q	no	22061307.5	211
IGLVIV-65	IGLVIV-65	22	22070225	22070707	q11.22	22q	no	22070466	212
IGLVIV-64	IGLVIV-64	22	22075366	22075666	q11.22	22q	no	22075516	213
IGLVI-63	IGLVI-63	22	22079770	22080263	q11.22	22q	no	22080016.5	214
IGLV1-62	IGLV1-62	22	22086561	22087110	q11.22	22q	no	22086835.5	215
IGLV8-61	IGLV8-61	22	22098700	22099212	q11.22	22q	no	22098956	216
ABHD17AP5	ABHD17AP5	22	22114844	22118005	q11.22	22q	no	22116424.5	217
IGLV4-60	IGLV4-60	22	22162199	22162681	q11.22	22q	no	22162440	218
SOCS2P2	SOCS2P2	22	22170983	22171556	q11.22	22q	no	22171269.5	219
IGLVIV-59	IGLVIV-59	22	22179228	22179477	q11.22	22q	no	22179352.5	220
IGLVV-58	IGLVV-58	22	22182582	22182885	q11.22	22q	no	22182733.5	221
BMP6P1	BMP6P1	22	22185941	22186619	q11.22	22q	no	22186280	222
IGLV6-57	IGLV6-57	22	22195799	22196276	q11.22	22q	no	22196037.5	223
IGLVI-56	IGLVI-56	22	22198560	22199011	q11.22	22q	no	22198785.5	224
IGLV11-55	IGLV11-55	22	22201663	22202161	q11.22	22q	no	22201912	225
IGLV10-54	IGLV10-54	22	22214794	22215270	q11.22	22q	no	22215032	226
IGLVIV-53	IGLVIV-53	22	22219647	22220133	q11.22	22q	no	22219890	227
TOP3BP1	TOP3BP1	22	22223187	22224566	q11.22	22q	no	22223876.5	228
VPREB1	VPREB1	22	22244780	22245515	q11.22	22q	no	22245147.5	229
IGLV5-52	IGLV5-52	22	22318727	22319226	q11.22	22q	no	22318976.5	230
IGLV1-51	IGLV1-51	22	22322472	22322969	q11.22	22q	no	22322720.5	231
IGLV1-50	IGLV1-50	22	22327300	22327814	q11.22	22q	no	22327557	232
ASH2LP3	ASH2LP3	22	22339573	22341214	q11.22	22q	no	22340393.5	233
IGLV9-49	IGLV9-49	22	22343187	22343732	q11.22	22q	no	22343459.5	234
IGLV5-48	IGLV5-48	22	22352940	22353433	q11.22	22q	no	22353186.5	235
IGLV1-47	IGLV1-47	22	22357739	22358260	q11.22	22q	no	22357999.5	236
ASH2LP2	ASH2LP2	22	22366210	22367770	q11.22	22q	no	22366990	237
IGLV7-46	IGLV7-46	22	22369614	22370087	q11.22	22q	no	22369850.5	238
BCRP4	BCRP4	22	22630065	22636153	q11.22	22q	no	22633109	239
POM121L1P	POM121L1P	22	22639177	22644473	q11.22	22q	no	22641825	240
GGTLC2	GGTLC2	22	22644614	22647898	q11.22	22q	no	22646256	241
IGLV3-29	IGLV3-29	22	22661299	22661542	q11.22	22q	no	22661420.5	242
IGLV2-28	IGLV2-28	22	22664473	22664907	q11.22	22q	no	22664690	243
IGLV3-27	IGLV3-27	22	22668288	22668806	q11.22	22q	no	22668547	244
IGLV3-26	IGLV3-26	22	22673152	22673602	q11.22	22q	no	22673377	245
IGLVVI-25-1	IGLVVI-25-1	22	22679097	22679345	q11.22	22q	no	22679221	246
IGLV3-25	IGLV3-25	22	22686726	22687271	q11.22	22q	no	22686998.5	247
IGLV3-24	IGLV3-24	22	22694439	22694952	q11.22	22q	no	22694695.5	248
IGLV2-23	IGLV2-23	22	22697789	22698407	q11.22	22q	no	22698098	249
IGLVVI-22-1	IGLVVI-22-1	22	22700760	22700970	q11.22	22q	no	22700865	250
IGLV3-22	IGLV3-22	22	22704265	22704822	q11.22	22q	no	22704543.5	251
IGLV3-21	IGLV3-21	22	22711689	22713203	q11.22	22q	no	22712446	252
IGLVI-20	IGLVI-20	22	22715290	22715419	q11.22	22q	no	22715354.5	253
IGLV3-19	IGLV3-19	22	22720623	22721145	q11.22	22q	no	22720884	254
IGLV2-18	IGLV2-18	22	22734607	22735089	q11.22	22q	no	22734848	255
IGLV3-17	IGLV3-17	22	22738944	22739187	q11.22	22q	no	22739065.5	256
IGLV3-16	IGLV3-16	22	22747383	22747921	q11.22	22q	no	22747652	257
IGLV3-15	IGLV3-15	22	22755554	22755797	q11.22	22q	no	22755675.5	258
IGLV2-14	IGLV2-14	22	22758700	22759218	q11.22	22q	no	22758959	259
IGLV3-13	IGLV3-13	22	22762294	22762516	q11.22	22q	no	22762405	260
IGLV3-12	IGLV3-12	22	22771824	22772582	q11.22	22q	no	22772203	261
IGLV2-11	IGLV2-11	22	22792491	22793007	q11.22	22q	no	22792749	262
IGLV3-10	IGLV3-10	22	22811747	22812281	q11.22	22q	no	22812014	263
IGLV3-9	IGLV3-9	22	22819010	22819756	q11.22	22q	no	22819383	264
IGLV2-8	IGLV2-8	22	22822658	22823289	q11.22	22q	no	22822973.5	265
MIR650	MIR650	22	22822776	22822871	q11.22	22q	no	22822823.5	266
IGLV3-7	IGLV3-7	22	22838602	22838872	q11.22	22q	no	22838737	267
IGLV3-6	IGLV3-6	22	22850375	22850624	q11.22	22q	no	22850499.5	268
IGLV2-5	IGLV2-5	22	22856762	22857038	q11.22	22q	no	22856900	269
IGLV3-4	IGLV3-4	22	22858025	22858268	q11.22	22q	no	22858146.5	270
IGLV4-3	IGLV4-3	22	22871507	22872035	q11.22	22q	no	22871771	271
IGLV3-2	IGLV3-2	22	22873212	22873440	q11.22	22q	no	22873326	272
IGLV3-1	IGLV3-1	22	22880706	22881396	q11.22	22q	no	22881051	273
MIR5571	MIR5571	22	22886267	22886379	q11.22	22q	no	22886323	274
IGLL5	IGLL5	22	22887780	22896111	q11.22	22q	no	22891945.5	275
IGLJ1	IGLJ1	22	22893692	22893818	q11.22	22q	no	22893755	276
IGLC1	IGLC1	22	22895375	22895834	q11.22	22q	no	22895604.5	277
IGLJ2	IGLJ2	22	22899481	22899655	q11.22	22q	no	22899568	278
IGLC2	IGLC2	22	22900976	22901437	q11.22	22q	no	22901206.5	279
IGLJ3	IGLJ3	22	22904850	22905025	q11.22	22q	no	22904937.5	280
IGLC3	IGLC3	22	22906342	22906803	q11.22	22q	no	22906572.5	281
IGLJ4	IGLJ4	22	22910574	22910606	q11.22	22q	no	22910590	282
IGLC4	IGLC4	22	22910828	22911075	q11.22	22q	no	22910951.5	283
IGLJ5	IGLJ5	22	22914237	22914308	q11.22	22q	no	22914272.5	284
IGLC5	IGLC5	22	22915635	22915927	q11.22	22q	no	22915781	285
IGLJ6	IGLJ6	22	22918132	22918201	q11.22	22q	no	22918166.5	286
IGLC6	IGLC6	22	22919535	22919851	q11.22	22q	no	22919693	287
IGLJ7	IGLJ7	22	22921390	22921435	q11.22	22q	no	22921412.5	288
IGLC7	IGLC7	22	22922594	22923034	q11.22	22q	no	22922814	289
RSPH14	RSPH14	22	23059415	23145021	q11.23	22q	no	23102218	290
GNAZ	GNAZ	22	23070519	23125032	q11.22	22q	no	23097775.5	291
RAB36	RAB36	22	23145366	23165663	q11.23	22q	no	23155514.5	292
BCR	BCR	22	23179704	23318037	q11.23	22q	no	23248870.5	293
BCRP8	BCRP8	22	23179918	23180172	q11.23	22q	no	23180045	294
RN7SL263P	RN7SL263P	22	23261782	23262071	q11.23	22q	no	23261926.5	295
FBXW4P1	FBXW4P1	22	23262767	23265005	q11.23	22q	no	23263886	296
LINC02556	LINC02556	22	23326616	23328493	q11.23	22q	no	23327554.5	297
PCAT14	PCAT14	22	23536881	23547797	q11.23	22q	no	23542339	298
IGLL1	IGLL1	22	23573125	23580302	q11.23	22q	no	23576713.5	299
DRICH1	DRICH1	22	23608452	23632321	q11.23	22q	no	23620386.5	300
GUSBP11	GUSBP11	22	23638487	23717356	q11.23	22q	no	23677921.5	301
ASLP1	ASLP1	22	23649213	23653334	q11.23	22q	no	23651273.5	302
RGL4	RGL4	22	23688136	23699176	q11.23	22q	no	23693656	303
ZNF70	ZNF70	22	23738682	23751112	q11.23	22q	no	23744897	304
VPREB3	VPREB3	22	23752743	23754425	q11.23	22q	no	23753584	305
SUSD2	SUSD2	22	24181487	24189106	q11.23	22q	no	24185296.5	306
GGT5	GGT5	22	24219654	24245108	q11.23	22q	no	24232381	307
GGTLC4P	GGTLC4P	22	24248074	24249466	q11.23	22q	no	24248770	308
POM121L9P	POM121L9P	22	24251828	24265525	q11.23	22q	no	24258676.5	309
BCRP1	BCRP1	22	24259929	24263764	q11.23	22q	no	24261846.5	310
SPECC1L	SPECC1L	22	24270817	24417739	q11.23	22q	no	24344278	311
SPECC1L-ADORA2A	SPECC1L-ADORA2A	22	24270898	24442356	q11.23	22q	no	24356627	312
ADORA2A	ADORA2A	22	24417879	24442357	q11.23	22q	no	24430118	313
ADORA2A-AS1	ADORA2A-AS1	22	24429206	24495074	q11.23	22q	no	24462140	314
UPB1	UPB1	22	24494107	24528390	q11.23	22q	no	24511248.5	315
GUCD1	GUCD1	22	24540423	24555935	q11.23	22q	no	24548179	316
SNRPD3	SNRPD3	22	24555958	24582052	q11.23	22q	no	24569005	317
LRRC75B	LRRC75B	22	24585620	24593208	q11.23	22q	no	24589414	318
GGT1	GGT1	22	24594811	24629005	q11.23	22q	no	24611908	319
BCRP3	BCRP3	22	24632915	24650012	q11.23	22q	no	24641463.5	320
POM121L10P	POM121L10P	22	24657481	24658765	q11.23	22q	no	24658123	321
ARL5AP4	ARL5AP4	22	24686168	24686679	q11.23	22q	no	24686423.5	322
CRIP1P4	CRIP1P4	22	24712292	24712520	q11.23	22q	no	24712406	323
PIWIL3	PIWIL3	22	24719034	24774720	q11.23	22q	no	24746877	324
SGSM1	SGSM1	22	24806169	24927578	q11.23	22q	no	24866873.5	325
TMEM211	TMEM211	22	24935098	24946695	q11.23	22q	no	24940896.5	326
KIAA1671	KIAA1671	22	24952716	25197448	q11.23	22q	no	25075082	327
KIAA1671-AS1	KIAA1671-AS1	22	25102433	25112692	q11.23	22q	no	25107562.5	328
CRYBB3	CRYBB3	22	25199858	25207359	q11.23	22q	no	25203608.5	329
CRYBB2	CRYBB2	22	25212564	25231870	q11.23	22q	no	25222217	330
IGLL3P	IGLL3P	22	25318256	25320080	q11.23	22q	no	25319168	331
LRP5L	LRP5L	22	25351418	25405377	q11.23	22q	no	25378397.5	332
IGLVIVOR22-1	IGLVIVOR22-1	22	25437306	25437823	q11.23	22q	no	25437564.5	333
CRYBB2P1	CRYBB2P1	22	25448080	25520856	q11.23	22q	no	25484468	334
MIR6817	MIR6817	22	25455646	25455711	q11.23	22q	no	25455678.5	335
GRK3	GRK3	22	25564675	25729294	q12.1	22q	no	25646984.5	336
YES1P1	YES1P1	22	25647261	25649232	q12.1	22q	no	25648246.5	337
RNA5SP494	RNA5SP494	22	25715041	25715169	q12.1	22q	no	25715105	338
MYO18B	MYO18B	22	25742144	26031045	q12.1	22q	no	25886594.5	339
MYO18B-AS1	MYO18B-AS1	22	25876854	25903247	q12.1	22q	no	25890050.5	340
RN7SKP169	RN7SKP169	22	25963983	25964273	q12.1	22q	no	25964128	341
LINC02559	LINC02559	22	26161834	26164303	q12.1	22q	no	26163068.5	342
SEZ6L	SEZ6L	22	26169462	26383597	q12.1	22q	no	26276529.5	343
SEZ6L-AS1	SEZ6L-AS1	22	26241331	26254092	q12.1	22q	no	26247711.5	344
RNA5SP495	RNA5SP495	22	26390667	26390776	q12.1	22q	no	26390721.5	345
ASPHD2	ASPHD2	22	26429260	26445015	q12.1	22q	no	26437137.5	346
HPS4	HPS4	22	26443423	26483837	q12.1	22q	no	26463630	347
SRRD	SRRD	22	26483877	26494658	q12.1	22q	no	26489267.5	348
TFIP11	TFIP11	22	26491225	26512505	q12.1	22q	no	26501865	349
TFIP11-DT	TFIP11-DT	22	26512529	26514568	q12.1	22q	no	26513548.5	350
TPST2	TPST2	22	26521996	26596717	q12.1	22q	no	26559356.5	351
MIR548J	MIR548J	22	26555212	26555323	q12.1	22q	no	26555267.5	352
HMGB1P10	HMGB1P10	22	26560526	26561088	q12.1	22q	no	26560807	353
CRYBB1	CRYBB1	22	26599278	26618027	q12.1	22q	no	26608652.5	354
CRYBA4	CRYBA4	22	26621963	26630669	q12.1	22q	no	26626316	355
ISCA2P1	ISCA2P1	22	26644889	26645336	q12.1	22q	no	26645112.5	356
MIAT	MIAT	22	26646411	26676475	q12.1	22q	no	26661443	357
MIATNB	MIATNB	22	26672747	26780893	q12.1	22q	no	26726820	358
LINC01422	LINC01422	22	26858634	26968763	q12.1	22q	no	26913698.5	359
RNU6-1066P	RNU6-1066P	22	27035887	27035991	q12.1	22q	no	27035939	360
LINC01638	LINC01638	22	27221349	27225134	q12.1	22q	no	27223241.5	361
LINC02554	LINC02554	22	27307777	27318501	q12.1	22q	no	27313139	362
MN1	MN1	22	27748277	27801756	q12.1	22q	no	27775016.5	363
PITPNB	PITPNB	22	27851669	27920134	q12.1	22q	no	27885901.5	364
TTC28-AS1	TTC28-AS1	22	27919376	28008581	q12.1	22q	no	27963978.5	365
MIR3199-1	MIR3199-1	22	27920525	27920612	q12.1	22q	no	27920568.5	366
MIR3199-2	MIR3199-2	22	27920526	27920611	q12.1	22q	no	27920568.5	367
TTC28	TTC28	22	27978014	28679840	q12.1	22q	no	28328927	368
RN7SL757P	RN7SL757P	22	28056153	28056453	q12.1	22q	no	28056303	369
MIR5739	MIR5739	22	28459869	28459948	q12.1	22q	no	28459908.5	370
RN7SL162P	RN7SL162P	22	28642979	28643270	q12.1	22q	no	28643124.5	371
CHEK2	CHEK2	22	28687743	28742422	q12.1	22q	no	28715082.5	372
HSCB	HSCB	22	28742039	28757515	q12.1	22q	no	28749777	373
CCDC117	CCDC117	22	28772674	28789301	q12.1	22q	no	28780987.5	374
XBP1	XBP1	22	28794555	28800597	q12.1	22q	no	28797576	375
ZNRF3	ZNRF3	22	28883572	29057488	q12.1	22q	no	28970530	376
ZNRF3-IT1	ZNRF3-IT1	22	28992721	29018620	q12.1	22q	no	29005670.5	377
ZNRF3-AS1	ZNRF3-AS1	22	29024999	29031476	q12.1	22q	no	29028237.5	378
C22orf31	C22orf31	22	29058672	29061831	q12.1	22q	no	29060251.5	379
KREMEN1	KREMEN1	22	29073035	29168333	q12.1	22q	no	29120684	380
RNU6-810P	RNU6-810P	22	29134014	29134120	q12.1	22q	no	29134067	381
RNU6-1219P	RNU6-1219P	22	29191697	29191808	q12.1	22q	no	29191752.5	382
EMID1	EMID1	22	29205896	29259597	q12.2	22q	no	29232746.5	383
RHBDD3	RHBDD3	22	29259872	29268209	q12.2	22q	no	29264040.5	384
EWSR1	EWSR1	22	29268009	29300525	q12.2	22q	no	29284267	385
GAS2L1	GAS2L1	22	29306582	29312785	q12.2	22q	no	29309683.5	386
RASL10A	RASL10A	22	29312933	29319679	q12.2	22q	no	29316306	387
AP1B1	AP1B1	22	29327680	29388583	q12.2	22q	no	29358131.5	388
SNORD125	SNORD125	22	29333163	29333258	q12.2	22q	no	29333210.5	389
RFPL4AP6	RFPL4AP6	22	29432944	29435005	q12.2	22q	no	29433974.5	390
RFPL1S	RFPL1S	22	29436534	29478868	q12.2	22q	no	29457701	391
RFPL1	RFPL1	22	29438583	29442455	q12.2	22q	no	29440519	392
NEFH	NEFH	22	29480218	29491390	q12.2	22q	no	29485804	393
THOC5	THOC5	22	29505879	29555216	q12.2	22q	no	29530547.5	394
NIPSNAP1	NIPSNAP1	22	29554808	29581327	q12.2	22q	no	29568067.5	395
NF2	NF2	22	29603556	29698598	q12.2	22q	no	29651077	396
RPEP4	RPEP4	22	29608900	29609501	q12.2	22q	no	29609200.5	397
CABP7	CABP7	22	29720003	29731833	q12.2	22q	no	29725918	398
ZMAT5	ZMAT5	22	29730956	29767011	q12.2	22q	no	29748983.5	399
UQCR10	UQCR10	22	29767369	29770413	q12.2	22q	no	29768891	400
ASCC2	ASCC2	22	29788609	29838304	q12.2	22q	no	29813456.5	401
MTMR3	MTMR3	22	29883169	30030868	q12.2	22q	no	29957018.5	402
RNU6-331P	RNU6-331P	22	29899587	29899693	q12.2	22q	no	29899640	403
MIR6818	MIR6818	22	30007049	30007113	q12.2	22q	no	30007081	404
HORMAD2-AS1	HORMAD2-AS1	22	30008742	30080480	q12.2	22q	no	30044611	405
CNN2P1	CNN2P1	22	30046276	30047193	q12.2	22q	no	30046734.5	406
HORMAD2	HORMAD2	22	30080464	30177075	q12.2	22q	no	30128769.5	407
RPS3AP51	RPS3AP51	22	30136673	30137681	q12.2	22q	no	30137177	408
LIF-AS1	LIF-AS1	22	30239194	30240538	q12.2	22q	no	30239866	409
LIF	LIF	22	30240453	30246759	q12.2	22q	no	30243606	410
LIF-AS2	LIF-AS2	22	30246205	30246998	q12.2	22q	no	30246601.5	411
OSM	OSM	22	30262829	30266851	q12.2	22q	no	30264840	412
CASTOR1	CASTOR1	22	30285117	30289622	q12.2	22q	no	30287369.5	413
TBC1D10A	TBC1D10A	22	30291990	30326947	q12.2	22q	no	30309468.5	414
SF3A1	SF3A1	22	30331988	30356919	q12.2	22q	no	30344453.5	415
CCDC157	CCDC157	22	30356635	30378673	q12.2	22q	no	30367654	416
RNF215	RNF215	22	30368811	30421771	q12.2	22q	no	30395291	417
SEC14L2	SEC14L2	22	30396941	30425303	q12.2	22q	no	30411122	418
RNU6-564P	RNU6-564P	22	30421045	30421148	q12.2	22q	no	30421096.5	419
MTFP1	MTFP1	22	30425623	30429054	q12.2	22q	no	30427338.5	420
SEC14L3	SEC14L3	22	30447959	30472017	q12.2	22q	no	30459988	421
SDC4P	SDC4P	22	30481311	30481911	q12.2	22q	no	30481611	422
SEC14L4	SEC14L4	22	30488902	30505711	q12.2	22q	no	30497306.5	423
SEC14L6	SEC14L6	22	30522799	30546741	q12.2	22q	no	30534770	424
SIRPAP1	SIRPAP1	22	30542536	30544305	q12.2	22q	no	30543420.5	425
GAL3ST1	GAL3ST1	22	30554635	30574665	q12.2	22q	no	30564650	426
PES1	PES1	22	30576625	30607083	q12.2	22q	no	30591854	427
TCN2	TCN2	22	30607003	30627271	q12.2	22q	no	30617137	428
SLC35E4	SLC35E4	22	30635781	30669016	q12.2	22q	no	30652398.5	429
DUSP18	DUSP18	22	30652051	30667887	q12.2	22q	no	30659969	430
OSBP2	OSBP2	22	30693782	30907824	q12.2	22q	no	30800803	431
MIR3200	MIR3200	22	30731557	30731641	q12.2	22q	no	30731599	432
EIF4HP2	EIF4HP2	22	30902219	30902781	q12.2	22q	no	30902500	433
MORC2-AS1	MORC2-AS1	22	30922308	30932449	q12.2	22q	no	30927378.5	434
MORC2	MORC2	22	30925130	30968774	q12.2	22q	no	30946952	435
TUG1	TUG1	22	30969245	30979395	q12.2	22q	no	30974320	436
RN7SL633P	RN7SL633P	22	31059989	31060285	q12.2	22q	no	31060137	437
SMTN	SMTN	22	31064105	31104757	q12.2	22q	no	31084431	438
SELENOM	SELENOM	22	31104772	31120069	q12.2	22q	no	31112420.5	439
INPP5J	INPP5J	22	31122731	31134697	q12.2	22q	no	31128714	440
PLA2G3	PLA2G3	22	31134807	31140508	q12.2	22q	no	31137657.5	441
MIR3928	MIR3928	22	31160062	31160119	q12.2	22q	no	31160090.5	442
RNF185	RNF185	22	31160182	31207019	q12.2	22q	no	31183600.5	443
RNF185-AS1	RNF185-AS1	22	31205264	31205616	q12.2	22q	no	31205440	444
LIMK2	LIMK2	22	31212239	31280080	q12.2	22q	no	31246159.5	445
RNU6-1128P	RNU6-1128P	22	31222745	31222853	q12.2	22q	no	31222799	446
PIK3IP1	PIK3IP1	22	31281594	31292534	q12.2	22q	no	31287064	447
PIK3IP1-DT	PIK3IP1-DT	22	31292499	31338021	q12.2	22q	no	31315260	448
RNA5SP496	RNA5SP496	22	31305404	31305512	q12.2	22q	no	31305458	449
PATZ1	PATZ1	22	31325804	31346346	q12.2	22q	no	31336075	450
LINC01521	LINC01521	22	31346777	31348719	q12.2	22q	no	31347748	451
RNU6-338P	RNU6-338P	22	31388733	31388837	q12.2	22q	no	31388785	452
DRG1	DRG1	22	31399604	31530634	q12.2	22q	no	31465119	453
EIF4ENIF1	EIF4ENIF1	22	31436977	31496108	q12.2	22q	no	31466542.5	454
RNU6-28P	RNU6-28P	22	31479383	31479489	q12.2	22q	no	31479436	455
SFI1	SFI1	22	31488688	31618588	q12.2	22q	no	31553638	456
H2AZP6	H2AZP6	22	31521199	31521592	q12.2	22q	no	31521395.5	457
PISD	PISD	22	31618491	31662221	q12.2	22q	no	31640356	458
MIR7109	MIR7109	22	31621467	31621531	q12.2	22q	no	31621499	459
PRR14L	PRR14L	22	31676256	31750140	q12.2	22q	no	31713198	460
DEPDC5	DEPDC5	22	31753867	31908033	q12.2	22q	no	31830950	461
RN7SL20P	RN7SL20P	22	31757202	31757498	q12.2	22q	no	31757350	462
RNU6-201P	RNU6-201P	22	31837238	31837298	q12.3	22q	no	31837268	463
YWHAH	YWHAH	22	31944522	31957603	q12.3	22q	no	31951062.5	464
LINC02558	LINC02558	22	31970823	32037995	q12.3	22q	no	32004409	465
RN7SL305P	RN7SL305P	22	31981147	31981427	q12.3	22q	no	31981287	466
SLC5A1	SLC5A1	22	32043261	32113029	q12.3	22q	no	32078145	467
AP1B1P1	AP1B1P1	22	32121977	32133469	q12.3	22q	no	32127723	468
AP1B1P2	AP1B1P2	22	32134028	32134133	q12.3	22q	no	32134080.5	469
